,score,comments
183,-1,"un très beau séjour chez Steve, la résidence est tout près du métro et de l'épicerie et quelques commerces. Tout est à notre disposition pour passer un bon séjour"
184,-1,"L'appart de VJ est idéal pour visiter la ville: c'est très propre, il y a tout ce qui faut et bien situé (commerces, restos et transports en commun).

VJ est un hôte très attentionné : c'est appréciable de trouver un appart climatisé, de l'eau et autres boissons au frais et des choses à grignoter !
L'entrée et la sortie de l'appart se sont bien passées, VJ est très arrangeant.
Je recommande chaudement cet appart et garde l'adresse sous le coude au cas où !"
185,-1,"I got to wait 15 mins before checking in because the place wasn't ready.Came in and place was all dusty. Seems like a nice place, but dusty. My mom and i had to spend 45 mins to clean the room. Half of the power outlets are broken. I open the wardrobe and it's not even installed yet.There's stain on the blanket too. I know it says in the listing it'll get noisy on like weekends and especially at  night due to the place facing towards the street and there are holes on the window too . So i guess you can judge how my experience went."
186,-3,"This spot is great for those that wish to stay in a great location at a cheap price. Expect nothing more and nothing less.  The building is old and everything felt a bit dirty but if you just need a place to crash this is it. 
Here is my experience: 
Air conditioning was advertised but was not installed.  It was a hot/humid weekend so had I known there was no AC I would have rented elsewhere. Having prepaid for this place, I felt a bit cheated.
Ahmed and I ended up exchanging over 20 messages for the next two days to coordinate the installation of the AC, which is not something I want to be doing on a business trip/vacation. This disorganization  caused unnecessary stress and led to him asking us to leave the apartment to install the AC only to return with the AC not installed. I had to make changes to my schedule and be out of the apartment for a certain time period of the day to accommodate for something that should have been taken care of prior to my arrival and in the end nothing happened. This ordeal was beyond irritating and highly unprofessional. 
Ahmed was nice enough to lend us his office space so that I could do my work and even comped me a night for the inconvenience. However, all this could have been avoided. I appreciate the partial refund and gratuity on his part but I'd much rather pay more for a seamless experience elsewhere and not be bothered on my vacation.  Wouldn't rent again. "
187,-1,The pictures of the apartment are attractive but the truth is not the same. The blinds of all the windows are broken so you live in the dark. In fact it's not important because the windows are so dirty that we can't see outside. The windows are broken so you're sleeping in the street. The shower is  broken and fixed by a big yellow scotch.
188,-1,"Der ""Check in"" verlief reibungslos und ohne Probleme. Die Lage der Wohnung ist absolut zentral! Fantastisch! Bars, Cafes, Restaurants, U-Bahn, etc. ist  in 5 Minuten Fußweg zu erreichen.
Das Apartment selbst ist exakt wie auf den Fotos beschrieben. Wenn man nicht gerade das Ritz Carlton erwartet, wird man nicht negativ überrascht werden. Geräuschempfindliche Menschen könnten sich von der hellhörigen Wohnung eventuell gestört fühlen. Da ich außerhalb meiner Wohnung immer mit Ohrenstöpseln schlafe, ist dies für mich nicht relevant gewesen.
"
189,-5,"Host did not make us feel welcome. They did not reach out to us. After badgering the contact number for two hours after the check in time, we were told someone else was managing the apartment and should have gotten a hold of us. We were worried this was going to be an Airbnb horror story. Eventually the manager called us and was very rude. The bed was miserably uncomfortable and noisy. The blinds barely blocked out any of the light from outside and the room was very loud the whole night. Finally, we were told to check out an hour before the advertised time. This was our first bad airbnb experience."
190,-2,"We did not deal with Jean much until the very end, but her other tenant Scotty was fantastic. He was so kind and helpful. The neighborhood can be a bit rough, but as long as you stay aware of your surroundings you should be fine. The air conditioning was a great touch, but it would shut off randomly which was really frustrating at night when you were trying to sleep.

The bed was incredibly loud and squeaky. After the first night we removed the mattress from the box spring and just slept with the mattress on the floor. That eliminated the squeak noise. "
191,-1,"Though we didn't meet r Hermina Sarkissian herself, we met Donna, who had been informed of our comming. We had no problem with this. 
The house, and the room which was given to us was corresponding to the description.  "
192,-1,"Well, the house is located close to subway, 3 mins walk to subway, the room D doesn't have air conditioning, and it was like 34 celcius degrees, so imagine the heat, it was like living hell, couldn't  breathe, and it was too noisy, loud vehicle and motors sound kept waking us"
