,listing_id,id,date,reviewer_id,reviewer_name,comments,review_lang
6197,5052459,40522709,2015-07-31,36426509,Gilles," cet appartement est parfait il est aussi bien decor que pratique et tout ca dans un quartier des plus agreables A la fois preoche de tout et calme le voisinage est adorable et surtout tr s safe , Tracy est juste adorable elle vous aide au possible et vous conseille , J allais voir des baleines en Alaska et au nord de Seattle elle a tout fait pour que tout se passe au mieux pour moi Un grand merci ",fr
6210,8779676,51996754,2015-10-25,11876739,Edouard, Didn t get the chance to meet Erika but place was ok ,nl
6391,3592838,21201173,2014-10-13,11047977,Jenney, A ,hu
6489,3334052,27049272,2015-02-24,24221719,Rogério, Esse quarto com su te timo Apesar de n o haver uma cozinha de verdade existe um frigobar equipamentos e utens lios suficientes para se ter uma boa estadia O banheiro totalmente funcional e apropriado A cama confort vel a TV tima importante para mim que comprei um videogame durante a estadia e a Ana simp tica e prestativa Ela nos emprestou o aspirador de p e cuidava de pequenas gentilezas O bairro cheio de vida e dotado de pessoas bastante diversas Os pontos de nibus na Madison e na Luther King Jr s o bastante pr ximos e pr ticos podem te levar aos pontos mais movimentados que geralmente ficam em lugares mais elevados e d o certo trabalho para chegar a p Use o transfer e pague apenas uma passagem A padaria caf Essential bem interessante e tem boas coisas para oferecer especialmente os sandu ches O restaurante espanhol uma boa ideia tamb m se voc estiver a fim de algo mais elegante Fui com minha noiva e foi uma estadia bastante aconselh vel obrigado Ana ,pt
6497,3334052,36515323,2015-06-29,25632991,Floriana," Trovare la casa di Ana stato semplicissimo non difficile da raggiungere Il quartiere molto bello tranquillo e sicuro Ana molto gentile e disponibile ad aiutarvi per qualsiasi necessit La casa abbastanza piccola ma per soggiorni brevi va bene in oltre nonostante non ci sia una vera e propria cucina il microonde e il frigorifero vi permetteranno di pranzare o cenare a casa La casa a soli pochi passi dalla fermata dell autobus che vi permetter di raggiungere sia Downtown che Seattle centre in pochi minuti Nelle vicinanze di casa possibile trovare un supermercato molto fornito Safeway e altri negozi per ogni evenienza , E stato un soggiorno molto piacevole vi auguro lo stesso ",it
6620,6358605,36803265,2015-07-01,35074417,Sil, Todo genial nos ayudaron en todo momento La localizaci n inmejorable Lo recomiendo totalmente ,es
6658,1225820,26343040,2015-02-09,24885755,Cheng,  Chelsea ,zh-cn
6741,523883,51712884,2015-10-24,41868352,Chang,  ,zh-cn
6802,699596,5963395,2013-07-24,6173438,Sylvie, Ha sido una estadia feliz en todos los aspectos Es un lugar donde se puede dormir a gusto e incluso donde uno puede quedarse a leer un rato de dia Megan y Saul son personas discretas pero amables y pueden dar un consejo cuando hace falta Hay que subrayar la excelente ubicacion de la casa con respecto a lineas de bus y al centro de la ciudad Tambi n hay un lindo parque a ocho o diez bloques de la casa el Veterans Park ,es
7055,227636,24232340,2014-12-23,23290163,Kércia, Mike Jean Louise e Cash foram acolhedores e receptivos Mike sempre foi imediato em responder as nossas perguntas e muito prestativo Chegamos em Seattle para estudar e ficamos na casa deles enquanto procur vamos uma casa para alugar Antes mesmo de vir ele tentou nos ajudar nos colocando em contato com uma imobili ria A casa exatamente como est nas fotos muito aconchegante e confort vel e ela estava especialmente decorada com flores e com uma linda rvore de Natal natural Muito obrigada por tudo Pelo vinho pelos deliciosos biscoitos e pelo dia inesquec vel de brincadeira que o Gabriel teve com Cash e suas amigas no quintal Indicaremos com certeza para nossos amigos que vierem a Seattle ,pt
7422,421168,18001967,2014-08-20,16445886,Heinz," Es war ein sehr nettes Erlebnis Das H uschen im Garten war charmant Es tat gut nach dem trubel in Seattle im ruhigen Garten zu sitzen Das Zimmer war sauber im K hlschrank fand sich Orangensaft und Milch es gab Muffins und Kaffee wir f hlten uns sehr gut aufgehoben Die jungen Gastgeber waren sehr freundlich und es fand sich ein liebevoll aufbereitetes G stebuch mit n tzlichen Tips Empfehlenswert , ",de
7433,421168,19365556,2014-09-11,18549863,Theodor," Wir haben uns sogleich mit dem kleinen H uschen angefreundet und 2 N chte gut geschlafen Samantha und ihr Mann waren sehr freundlich und zuvorkommend Sie haben uns auch wertvolle Hilfe und Tipps f r den Aufenthalt in Seattle gegeben K nnen wir bestens weiterempfehlen , Helen Theodor Riedmann , ",de
7564,7859909,44364042,2015-08-25,1521727,Fabienne," Nous sommes un couple de quinquas ayant pass trois nuits chez Andrew et Angela L appartement est comme sur la photo moderne et impeccable Le salon n a que deux fen tres soupirail donc il faut tout le temps la lumi re , Andrew et Angela habitent au dessus et sont extr mement disponibles Ils ont apport ou achet ce que nous demandions dans l heure la kitchenette tant l poque vide , Le quartier est tr s agr able calme et familial et on peut facilement s y garer Le Bay Front est moins de 15 mn de voiture , Consulter website hidden pour se garer en centre ville Il y a des tarifs int ressants le week end ",fr
7687,1042022,38638910,2015-07-17,31596299,Christian, Die Wohnung war sehr sch n sehr nett eingerichtet und mit allem ausgestattet was man in einem Apartment nur erwarten kann Dar ber hinaus standen Getr nke und Snacks zur Verf gung Die Nachbarschaft hat uns au erordentlich gut gefallen nette Lokale und direkt am Strand von Madison Park am Lake Washington Die Gastgeber selber versorgten uns mit guten Tipps bez glich sightseeing in Seattle und taten alles um uns willkommen zu f hlen Wir k nnen die Wohnung nur w rmstens empfehlen ,de
7712,7483750,41466092,2015-08-07,35508383,Jie, Lars Lars lars Lars wholefoods Lars ,zh-cn
7758,7483750,57269152,2015-12-23,49219070,Yilin, nice host nice room ,cs
7975,5031285,48991744,2015-09-30,15420330,Martin," De accomodatie voldeed aan de beschrijvingen We voelden ons er redelijk op ons gemak hoewel we niet echt veel contact kregen met de verhuurders De airco stond veel te hard te blazen maar we hadden geen idee of we die konden veranderen , De kamer is wel ideaal dicht bij het centrum en het station gelegen Voor de prijs is het een prima plek om te zijn voor een nacht ",nl
8072,5299060,36102179,2015-06-25,32512730,Julia, Dan s kleine Wohnung in Seattle war sehr sch n Eine bessere Unterkunft h tte man nicht finden k nnen Es war alles da was man ben tigt hat und es war sehr sauber Dan war sehr nett und ein toller Gastgeber Schade dass wir nicht mehr Zeit hatten haben aber dennoch einen super Eindruck von Seattle bekommen und w rden bei unserem n chsten Aufenthalt gerne wieder bei Dan unterkommen Vielen Dank und viele Gr e Julia,de
8102,2736961,12857013,2014-05-12,8409865,Bernard," Studio tout fait confortable parfaitement situ en fonction de mes crit res , Tout fait calme et avec l essentiel de ce qui est n cessaire m me s il n y avait pas de frigo mon arriv e , Mais Meredith a rapidement pris en charge ce probl me et l a r solu de mani re tout fait satisfaisante ",fr
8230,3317940,51393111,2015-10-19,7836525,Jean, Lisa a t tr s accueillante notre arriv et m me avant celle ci en prenant le temps de converser par t l phone et r pondre nos questions Son studio est situ dans la partie inf rieure de la maison et elle vit au dessus Tr s propre d cor avec gout et fonctionnel Lisa nous avait pr vu une petite corbeille de nourriture boissons d licieuse ,fr
8664,1652107,21124959,2014-10-12,18619546,Qing,"  ,  ",zh-cn
8690,1652107,47505372,2015-09-19,41196424,Jun,  ,zh-cn
8863,7932696,46414097,2015-09-10,41768154,Tia,  ,...
8880,8065531,46338757,2015-09-09,43114810,Michael, Aaron war hilfsbereit freundlich und hat uns mit Rat und Tat zur Seite gestanden Die Wohnung und das G steschlafzimmer waren hell und sch n Die Wohnung ist sehr zentral gelegen und man kann alle wichtigen Dinge sehr gut zu Fu erreichen ,de
8888,8065531,54264122,2015-11-17,43398984,Hyun Joong,  Aaron 40 Parking lot ,ko
9103,2004931,28735542,2015-03-29,29049307,Vasiliki,  Eve ,el
9112,2004931,38447903,2015-07-15,11978631,Hitesh,  ,:)
9115,2004931,40903946,2015-08-03,32843427,Matt, great experience great area great apt great vibes ,ro
9150,6477225,40926583,2015-08-03,35623096,Johann, Shawn nous a tr s bien accueilli chez lui Il a t notre disposition tout au long de notre s jour en cas de besoin Le quartier est super avec restaurants bars commerces quelques m tres du logement ,fr
9179,8517602,57000384,2015-12-20,51139009,点, Jim bus homemade villahill queen anne pine st bus villahill ,zh-cn
9205,134091,50974673,2015-10-16,3273446,Marc," Cette maison est s rement le lieu le plus agr able que j ai habit avec AirBnB La cuisine est tr s compl te le lit tr s confortable la d coration l gante et tout est pens jusqu au moindre d tail Beaucoup de commerces de restaurants et de caf s aux alentours , Joe a r pondu rapidement et efficacement mes demandes Je conseille chaudement l endroit et j y reviendrai s rement ",fr
9212,7807087,48305003,2015-09-25,41132052,Yijun,  ,zh-cn
9222,6576006,54472323,2015-11-20,15392505,Travis, Good,so
9254,783061,18236202,2014-08-24,16043843,Yi-Chen, Lisa Green Lake Lexi 16 UW 1 7 website hidden Lake Lisa ,zh-tw
9282,6941113,56277075,2015-12-11,28650619,明_Baipier,  ,zh-cn
9343,5495802,57717313,2015-12-28,25723006,Katya, Excellent spot excellent host ,fr
9393,4225225,32024300,2015-05-12,7071135,Alessandro, f,da
9423,5958194,46024569,2015-09-07,36756081,Dan, wonderful,af
9526,5078129,30386201,2015-04-21,27758598,Rosheen,"  , , Amy ",zh-tw
9542,5078129,39483058,2015-07-24,29041688,Franck," Appartement agr able dans une tr s jolie maison proche de Green lake , Tr s bien quip e pour notre famille , Amy est tr s discr te et disponible en cas de besoin , Logement correspond l annonce ",fr
9571,6655233,42055506,2015-08-10,10088078,Julie, Le logement est bien d crit le quartier tr s r sidentiel et tranquille et Shana toujours disponible pour r pondre aux questions,fr
9647,3206305,15594470,2014-07-12,16107920,Jiangtao,  ,zh-cn
9927,3626162,31984707,2015-05-12,26405720,Xiaoyi, Elizabeth ,zh-cn
9993,2297917,40729156,2015-08-02,22829367,Татьяна,"  ,  ,  ",ru
10011,5325809,29428796,2015-04-07,29105452,Jeroneka, Amazing Thank you,tl
10113,387464,3163014,2012-12-27,2146115,Gaetano, Siamo stati molto bene nel piccolo appartamento nella zona nord di Seattle in un quartiere molto bello L appartamento s piccolo ma caldo e accogliente e perfetto per due persone Lo avevamo scelto perche vicino alla casa di nostra figlia sulla 25th street ed andato tutto bene Nei giorni di pioggia di Seattle tornare a casa stato sempre molto bello ,it
10162,387464,15752847,2014-07-15,14414696,Sébastien, Suzi et Jason ont t des h tes charmants discrets et attentionn s Le quartier ne pr sente pas d int r t en lui m me mais la proximit imm diate d un arr t de bus permet de rejoindre l universit en 10mn et le centre ville en 20mn L appartement tait confortable La d coration de bon go t A noter et c est visible sur la photo qu il n y a pas de gaz ou de plaque de cuisson seulement un micro ondes non visible sur la photo ,fr
10173,387464,22437449,2014-11-06,5775807,David, Better every time,no
10271,1900698,9383329,2013-12-25,8594511,Shuping, nice place,ro
10294,1900698,18355600,2014-08-25,19785162,Brad, Great place great experience ,ro
10303,1900698,20713118,2014-10-04,21526819,Chohye,  ,-
10306,1900698,21370624,2014-10-15,17402083,Mathilde," La maison de Julie est tr s mignonne et chaleureuse Nous ne sommes rest qu une nuit mais nous avons vraiment appr ci , Julie est quelqu un de tr s agr able et gentille ",fr
10318,1900698,29463292,2015-04-07,30131124,Franck," Excellent stay at Julie s place Quiet and very clean house We really enjoyed our stay , , Super s jour chez Julie Maison calme et tr s propre Nous avons vraiment appr ci ce s jour ",fr
10345,1900698,45520140,2015-09-03,42434653,徒西斯de启示录,  ,zh-cn
10979,24212,33233291,2015-05-26,28397275,Feifei,  4 ,zh-cn
11095,461567,37129251,2015-07-05,20147567,Sonja," Wir haben uns bei Donna sehr wohl gef hlt Das Ballard Charm ist ein guter Ausgangspunkt um die Stadt Seattle zu erkunden Donna hat in ihrem Appartment alle Informationen die man ben tigt um direkt nach Ankunft eine Stadtbesichtigung zu unternehmen , Die Wohngegend ist sehr ruhig und man kann fu l ufig ein gutes Pub erreichen ",de
11101,461567,42274261,2015-08-12,1980431,Antonella, L appartamento grande e luminoso completo di ogni confort e Donna stata molto gentile e disponibile La casa si trova in una zona molto tranquilla a circa 20 minuti di autobus dal centro citt e la fermata dell autobus a soli 5 minuti a piedi molto comodo Grazie ancora a Donna per la sua ospitalit e gentilezza ,it
11218,1289082,34609304,2015-06-09,25777750,Chi, Good great excellent ,ca
11220,1289082,35405718,2015-06-18,19811284,Debra, Z,pl
11267,5376433,53089543,2015-11-04,11143483,Elsa, Chambre confortable 20 min de downton en bus,fr
11480,5787922,40231019,2015-07-29,33583767,Nicole,"  , Felt welcome ",nl
11482,5787922,40596717,2015-08-01,11222614,Byungjoo,"  1 ,  ,  ,  ,  2 ,  ,  , ",ko
11510,5787922,50897774,2015-10-15,46224156,Jinshan,"  2 ,  Airbnb ",zh-cn
11548,1080097,5710076,2013-07-13,4157879,Bernard, Ce loft est incroyablement ben situ surtout si vous souhaitez voir desmatchs des Mariners Mes enfants ont ador s la d coration et le billard C est certainement un des meilleurs rapports qualit prix de Seattle Petit inconv nient il n est pas possible de faire la cuisine mais ce qui doit tre un inconv nient pour les Fran ais seulement mais notre h te a eu la gentillesse de nous acheter des petites p tisseries toutes faites et de quoi faire des gauffres Il y a toujours de la place pour garer sa voiture mais attention les jours de matchs les parkings sont tr s chers nous avons pay jusqu 45 dollars pour une pres midi de match international Vraiment un excellent choix merci ,fr
11633,1080097,46112809,2015-09-08,21129494,Jason, Very enjoyable ,no
11864,461234,29250398,2015-04-06,21232252,Maximiliano, En la casa de Diana nos sentimos muy a gusto realmente comodos El departamento es justo como se lo describe en el anuncio totalmente preparado para dos personas no mas El dpto est en la afueras de Saettle pero a unos diez minutos del centro de Seattle muy accesible El Barrio donde est el dpto es muy pintoresco y tranquilo con mercados cerca para poder hacer las compras basicas para la residencia ,es
